,Jmin,n,l,a,actfn
441,0.16148275136947632,1,1,31.41592653589793,relu
442,0.16321372985839844,2,1,31.41592653589793,relu
443,0.1617438644170761,4,1,31.41592653589793,relu
444,0.16193152964115143,8,1,31.41592653589793,relu
445,0.16193774342536926,16,1,31.41592653589793,relu
446,0.16050763428211212,32,1,31.41592653589793,relu
447,0.15632754564285278,64,1,31.41592653589793,relu
448,0.1565874069929123,128,1,31.41592653589793,relu
449,0.14983636140823364,256,1,31.41592653589793,relu
450,0.1652674525976181,1,2,31.41592653589793,relu
451,0.1606958657503128,2,2,31.41592653589793,relu
452,0.16141849756240845,4,2,31.41592653589793,relu
453,0.1600036919116974,8,2,31.41592653589793,relu
454,0.1572226583957672,16,2,31.41592653589793,relu
455,0.1471850574016571,32,2,31.41592653589793,relu
456,0.13964565098285675,64,2,31.41592653589793,relu
457,0.12949715554714203,128,2,31.41592653589793,relu
458,0.12398682534694672,256,2,31.41592653589793,relu
459,0.16531209647655487,1,4,31.41592653589793,relu
460,0.16529859602451324,2,4,31.41592653589793,relu
461,0.15786653757095337,4,4,31.41592653589793,relu
462,0.15700270235538483,8,4,31.41592653589793,relu
463,0.1460911929607391,16,4,31.41592653589793,relu
464,0.10243256390094756,32,4,31.41592653589793,relu
465,0.04308264702558517,64,4,31.41592653589793,relu
466,0.02384991757571697,128,4,31.41592653589793,relu
467,0.03543594852089882,256,4,31.41592653589793,relu
468,0.1653101146221161,1,8,31.41592653589793,relu
469,0.16529977321624756,2,8,31.41592653589793,relu
470,0.13475121557712555,4,8,31.41592653589793,relu
471,0.07558220624923706,8,8,31.41592653589793,relu
472,0.11393699049949646,16,8,31.41592653589793,relu
473,0.003252585651353001,32,8,31.41592653589793,relu
474,0.010252369567751884,64,8,31.41592653589793,relu
475,0.16546228528022766,128,8,31.41592653589793,relu
476,0.15365253388881683,256,8,31.41592653589793,relu
477,0.16541770100593567,1,16,31.41592653589793,relu
478,0.16538329422473907,2,16,31.41592653589793,relu
479,0.16529622673988342,4,16,31.41592653589793,relu
480,0.16527743637561798,8,16,31.41592653589793,relu
481,0.162233367562294,16,16,31.41592653589793,relu
482,0.10146133601665495,32,16,31.41592653589793,relu
483,0.165308877825737,64,16,31.41592653589793,relu
484,0.1653137058019638,128,16,31.41592653589793,relu
485,0.16525857150554657,256,16,31.41592653589793,relu
486,0.16525293886661527,1,32,31.41592653589793,relu
487,0.16526269912719727,2,32,31.41592653589793,relu
488,0.16525842249393463,4,32,31.41592653589793,relu
489,0.1652531623840332,8,32,31.41592653589793,relu
490,0.16531778872013092,16,32,31.41592653589793,relu
491,0.1653217375278473,32,32,31.41592653589793,relu
492,0.1653224676847458,64,32,31.41592653589793,relu
493,0.16527286171913147,128,32,31.41592653589793,relu
494,0.16525687277317047,256,32,31.41592653589793,relu
495,0.16528910398483276,1,64,31.41592653589793,relu
496,0.16528595983982086,2,64,31.41592653589793,relu
497,0.16524487733840942,4,64,31.41592653589793,relu
498,0.16525280475616455,8,64,31.41592653589793,relu
499,0.165344700217247,16,64,31.41592653589793,relu
500,0.16530543565750122,32,64,31.41592653589793,relu
501,0.16536153852939603,64,64,31.41592653589793,relu
502,0.16531749069690704,128,64,31.41592653589793,relu
503,0.165385439991951,256,64,31.41592653589793,relu
504,0.16530103981494904,1,1,31.41592653589793,sigmoid
505,0.16529376804828644,2,1,31.41592653589793,sigmoid
506,0.16547739505767822,4,1,31.41592653589793,sigmoid
507,0.16575375199317932,8,1,31.41592653589793,sigmoid
508,0.16539549827575684,16,1,31.41592653589793,sigmoid
